danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,hit
0.556,0.699,7,0.35,0.6,0.0,0.0937,0.648,83.711,264200,-6.264,1
0.717,0.792,0,0.0393,0.199,0.0,0.423,0.513,126.975,222200,-2.703,1
0.766,0.873,11,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,-6.381,0
0.419,0.669,7,0.29,0.0117,0.0,0.166,0.477,85.661,237800,-7.738,0
0.721,0.863,2,0.0558,0.0174,0.0,0.178,0.35,139.981,250307,-4.226,1
0.553,0.472,8,0.501,0.0117,0.0,0.398,0.652,146.841,274526,-12.819,1
0.827,0.765,5,0.0366,2.96e-05,3.27e-06,0.131,0.545,111.011,205013,-6.793,0
0.426,0.862,2,0.597,0.0813,0.0,0.34,0.332,100.3,305520,-5.979,1
0.715,0.745,9,0.25,0.0311,0.0,0.0823,0.687,148.042,262440,-5.71,1
0.837,0.42,8,0.0629,0.177,0.0,0.356,0.143,123.157,236093,-5.158,1
0.742,0.762,8,0.0575,0.0202,0.0,0.0921,0.367,91.009,177253,-4.043,1
0.688,0.631,9,0.13,0.063,0.0,0.108,0.854,186.066,192253,-5.612,1
0.666,0.899,8,0.028,0.00155,0.0,0.0677,0.629,122.05,186267,-4.676,1
0.62,0.87,10,0.0868,0.149,0.0,0.0705,0.513,130.079,187427,-6.52,0
0.343,0.65,1,0.0909,0.0299,0.0,0.646,0.315,170.697,238893,-4.624,1
0.682,0.889,0,0.0804,0.00564,0.0,0.36,0.827,138.021,192440,-4.166,1
0.692,0.783,7,0.224,0.687,0.0,0.244,0.879,75.998,185526,-4.271,0
0.833,0.751,11,0.0854,0.0113,0.0,0.0235,0.716,98.041,206813,-7.117,1
0.736,0.869,2,0.25,0.0726,0.0,0.314,0.545,103.958,217267,-4.914,1
0.688,0.853,10,0.0493,0.386,0.0,0.0862,0.743,103.993,268320,-5.814,1
0.665,0.69,11,0.0622,0.321,0.0,0.107,0.677,116.018,330440,-5.856,1
0.549,0.791,10,0.133,0.0104,0.0,0.444,0.293,150.094,227293,-3.535,1
0.821,0.819,1,0.0272,0.0104,5.49e-05,0.145,0.893,126.03,200347,-3.627,1
0.624,0.723,1,0.378,0.172,0.0,0.483,0.757,84.789,216933,-6.782,1
0.637,0.69,9,0.0693,0.417,0.0,0.211,0.103,140.329,253907,-3.214,0
0.876,0.984,8,0.274,0.234,0.0,0.0505,0.642,99.976,250747,-2.018,1
0.421,0.963,4,0.415,0.0819,0.0,0.5,0.494,180.336,300427,-2.16,0
0.592,0.944,7,0.111,0.043,0.0,0.365,0.574,124.42,249547,-2.94,1
0.55,0.758,0,0.347,0.433,0.0,0.162,0.53,89.368,313280,-6.472,1
0.788,0.613,1,0.25,0.00914,0.0,0.137,0.648,89.985,244347,-8.539,0
0.834,0.628,7,0.0626,0.000879,0.000192,0.292,0.766,139.958,234253,-6.616,1
0.747,0.779,7,0.196,0.00989,0.00201,0.0795,0.36,92.003,328280,-6.446,1
0.719,0.687,1,0.0643,0.021,0.0,0.109,0.544,119.92,219520,-5.923,1
0.479,0.463,0,0.0366,0.628,0.0,0.0968,0.621,167.886,282827,-8.959,1
0.581,0.714,4,0.195,0.00981,0.0,0.216,0.563,166.089,226493,-6.637,0
0.488,0.691,0,0.279,0.0219,0.0,0.501,0.697,156.141,310733,-8.09,0
0.562,0.659,10,0.0824,0.268,0.0,0.133,0.241,87.539,235947,-5.234,1
0.733,0.664,8,0.295,0.102,0.0,0.191,0.557,148.005,288133,-6.163,1
0.663,0.91,1,0.317,0.0719,0.0,0.244,0.342,144.993,229227,-1.629,1
0.809,0.562,11,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347,-7.694,0
0.331,0.714,7,0.0834,0.129,0.0,0.318,0.268,151.097,171667,-5.634,0
0.603,0.946,7,0.0463,0.0558,6.51e-05,0.114,0.912,144.019,224907,-4.172,1
0.825,0.877,6,0.118,0.103,0.0,0.33,0.963,133.973,257920,-4.556,1
0.512,0.965,11,0.0842,0.000889,0.0,0.264,0.743,132.007,293720,-2.862,0
0.546,0.908,10,0.417,0.215,9.47e-06,0.107,0.59,116.885,256133,-1.655,0
0.42,0.787,8,0.294,0.0104,0.0,0.198,0.38,97.967,178808,-4.467,1
0.615,0.619,1,0.231,0.0546,0.0,0.31,0.521,152.105,261267,-6.567,1
0.31,0.746,1,0.111,0.0121,0.0,0.649,0.163,182.032,250600,-3.599,1
0.855,0.668,11,0.0644,0.0242,0.0,0.102,0.803,125.846,210307,-4.892,1
0.521,0.702,0,0.0331,0.189,0.0,0.0962,0.25,127.976,242840,-5.189,1
0.651,0.645,2,0.0621,0.000648,0.0,0.164,0.516,133.002,242293,-6.473,1
0.69,0.76,0,0.0587,0.0678,0.0,0.184,0.468,89.958,247933,-4.778,1
0.779,0.671,0,0.0402,0.00232,0.000291,0.104,0.714,113.036,203800,-8.524,1
0.754,0.693,9,0.0844,0.0059,1.59e-06,0.0515,0.411,128.062,226093,-6.483,0
0.488,0.821,7,0.0482,0.00263,0.000514,0.287,0.354,159.992,249307,-3.729,1
0.59,0.735,2,0.297,0.0277,0.0,0.0818,0.398,102.076,256547,-4.924,1
0.708,0.578,6,0.0631,0.0095,0.0,0.353,0.696,133.03,258587,-8.686,1
0.825,0.549,7,0.271,0.0999,0.0,0.0472,0.797,73.51,221253,-5.225,0
0.541,0.953,5,0.107,0.048,0.0,0.192,0.856,111.378,228640,-4.229,1
0.535,0.379,11,0.0256,0.518,0.0,0.0842,0.385,96.02,203613,-7.059,0
0.539,0.747,7,0.0409,0.0184,0.0,0.0291,0.522,76.976,216827,-5.064,1
0.841,0.729,5,0.0705,0.443,0.0,0.122,0.688,115.984,183573,-6.311,0
0.723,0.714,11,0.0537,0.0019,5.43e-05,0.0836,0.386,88.047,190533,-5.036,1
0.57,0.883,10,0.219,0.129,0.0,0.0949,0.911,78.887,244160,-3.099,0
0.581,0.868,1,0.0883,0.0259,0.0,0.142,0.618,77.545,240240,-3.772,1
0.738,0.983,5,0.0855,0.038,5.93e-06,0.183,0.957,92.998,235760,-4.374,0
0.44,0.517,0,0.363,0.428,0.0,0.173,0.475,73.881,249027,-7.355,1
0.646,0.52,11,0.0412,0.0137,0.0,0.275,0.328,68.517,222333,-7.289,1
0.594,0.874,0,0.0815,0.0116,0.0,0.549,0.628,119.964,196413,-3.716,1
0.562,0.544,8,0.369,0.536,0.0,0.17,0.231,159.517,375050,-5.065,1
0.673,0.673,5,0.0948,0.0336,0.0,0.214,0.428,176.088,192680,-5.824,0
0.789,0.55,11,0.0473,0.174,0.0,0.0614,0.696,172.049,231573,-7.423,0
0.607,0.805,11,0.0608,0.00175,0.0,0.231,0.232,139.894,202667,-5.579,0
0.398,0.709,4,0.211,0.334,0.0,0.142,0.714,78.089,243227,-4.602,0
0.588,0.877,8,0.16,0.00952,0.0,0.171,0.645,155.165,326187,-4.78,1
0.807,0.747,10,0.112,0.00701,0.0,0.107,0.784,154.991,246907,-5.495,1
0.633,0.927,9,0.0631,0.00413,2.86e-05,0.21,0.674,97.955,181227,-4.219,1
0.399,0.382,6,0.167,0.454,1.66e-05,0.119,0.194,86.463,179507,-8.11,1
0.93,0.712,10,0.0666,0.245,1.48e-05,0.116,0.456,99.054,216413,-5.156,0
0.8,0.721,7,0.103,0.18,0.0,0.194,0.684,123.293,245827,-8.935,1
0.761,0.915,6,0.195,0.0146,0.0,0.332,0.402,99.024,204533,-3.019,0
0.559,0.949,7,0.118,0.00151,5.54e-06,0.134,0.764,104.014,177920,-3.637,1
0.674,0.862,11,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000,-4.614,1
0.547,0.555,1,0.343,0.00774,0.0,0.0839,0.701,213.885,287360,-7.815,1
0.664,0.608,1,0.279,0.0693,5.41e-05,0.0836,0.43,82.481,208293,-6.563,0
0.815,0.739,9,0.0479,0.0119,0.0,0.615,0.361,119.98,254640,-5.726,0
0.627,0.872,11,0.158,0.00566,0.0,0.522,0.548,93.728,291800,-4.388,0
0.673,0.614,7,0.103,0.0782,0.0,0.139,0.362,176.052,289747,-5.426,1
0.546,0.712,3,0.0269,0.000969,0.0,0.406,0.489,150.154,206333,-3.104,0
0.822,0.737,1,0.0314,0.0261,4.19e-05,0.18,0.753,118.994,241933,-4.542,0
0.374,0.888,8,0.12,0.0762,0.0,0.202,0.365,148.828,319940,-3.197,1
0.684,0.741,5,0.0276,0.127,0.0,0.348,0.821,83.999,166893,-3.892,1
0.371,0.914,0,0.0826,0.00667,0.0,0.265,0.646,144.887,274107,-3.413,1
0.709,0.744,11,0.134,0.0119,0.0,0.0609,0.508,145.112,281480,-5.905,0
0.758,0.712,7,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,-3.781,1
0.713,0.746,0,0.259,0.0402,0.0,0.601,0.47,135.021,299747,-4.99,1
0.602,0.935,6,0.065,0.00538,0.0,0.248,0.621,116.016,183200,-4.05,1
0.76,0.478,10,0.349,0.0592,0.00138,0.145,0.632,150.124,153614,-10.509,1
0.627,0.792,7,0.0288,0.119,0.0,0.101,0.7,120.053,284147,-5.373,1
0.65,0.75,9,0.0259,0.0212,0.886,0.128,0.517,105.011,247214,-8.167,1
0.675,0.602,1,0.0596,0.0034,1.28e-05,0.199,0.092,159.994,247800,-4.688,1
0.775,0.829,1,0.304,0.0606,0.0,0.33,0.836,176.047,278160,-1.933,1
0.783,0.765,9,0.145,0.31,0.0,0.0777,0.692,89.006,216840,-5.227,1
0.607,0.784,7,0.0397,0.000684,0.0,0.0678,0.442,113.172,231173,-4.41,1
0.607,0.281,11,0.0258,0.733,0.000123,0.29,0.468,134.978,189240,-12.632,1
0.487,0.72,3,0.118,0.219,0.0,0.0953,0.224,86.008,242173,-6.288,0
0.598,0.905,7,0.176,0.0275,0.0,0.172,0.645,143.015,264653,-5.095,1
0.514,0.876,7,0.0625,3.52e-05,2.56e-05,0.17,0.365,144.035,217400,-4.828,1
0.755,0.713,11,0.15,0.151,0.0,0.269,0.741,151.047,206093,-4.753,0
0.375,0.862,11,0.255,0.071,0.0,0.211,0.478,159.841,338853,-3.363,0
0.63,0.497,4,0.0395,0.404,0.0,0.1,0.492,77.899,179173,-11.616,1
0.638,0.727,7,0.237,0.0128,0.0,0.111,0.303,150.064,253253,-7.385,1
0.61,0.431,0,0.294,0.03,0.0,0.099,0.463,136.878,215973,-6.73,1
0.511,0.752,10,0.281,0.051,0.0,0.29,0.602,96.791,220827,-4.609,1
0.685,0.936,4,0.111,0.0751,0.0506,0.191,0.537,124.4,213827,-7.857,0
0.359,0.779,7,0.0412,0.0057,0.837,0.379,0.582,86.951,236213,-7.52,1
0.558,0.604,7,0.0529,0.0181,0.0,0.503,0.323,120.159,261227,-7.892,0
0.467,0.752,11,0.232,0.208,0.0,0.164,0.728,122.775,252440,-3.244,1
0.759,0.583,1,0.0864,0.00286,0.0,0.0445,0.904,76.023,257413,-8.503,1
0.626,0.59,0,0.0366,0.0392,0.0,0.254,0.192,86.078,291240,-5.547,0
0.603,0.849,5,0.0647,0.0782,0.000505,0.0986,0.667,122.557,324587,-6.527,1
0.579,0.809,4,0.205,0.00154,0.0,0.564,0.259,88.991,329680,-5.031,1
0.92,0.553,6,0.189,0.237,0.0,0.0767,0.947,112.021,286907,-5.068,1
0.735,0.75,7,0.34,0.241,0.0,0.151,0.583,93.225,165213,-5.056,1
0.868,0.92,4,0.055,0.39,0.00682,0.155,0.694,119.994,213613,-4.17,0
0.64,0.883,5,0.0497,0.00866,0.0,0.488,0.379,130.005,272093,-4.011,0
0.676,0.432,7,0.0339,0.0626,0.0,0.103,0.156,124.597,258120,-8.035,0
0.692,0.661,7,0.123,0.00188,0.0,0.676,0.703,82.479,244627,-4.847,1
0.558,0.926,11,0.236,0.00756,0.0,0.365,0.348,107.262,249533,-4.472,0
0.535,0.691,1,0.355,0.149,0.0,0.159,0.813,170.013,242080,-5.544,1
0.42,0.766,4,0.179,0.0239,3.08e-05,0.11,0.41,68.393,262240,-4.231,0
0.83,0.746,5,0.0579,0.00456,0.0,0.26,0.646,125.992,220507,-6.286,0
0.743,0.307,11,0.0313,0.842,0.00173,0.111,0.474,158.267,306933,-13.013,1
0.463,0.79,6,0.336,0.191,0.0,0.18,0.69,140.063,278027,-4.341,0
0.574,0.636,7,0.325,0.142,0.0,0.0962,0.781,179.979,209707,-7.173,0
0.672,0.697,4,0.291,0.186,0.0,0.113,0.177,102.831,224313,-5.963,0
0.698,0.828,2,0.0756,0.0229,0.0,0.0836,0.484,124.964,264440,-5.248,0
0.646,0.829,6,0.147,0.0119,0.0,0.145,0.344,175.972,263133,-1.953,0
0.823,0.753,1,0.476,0.00323,0.0,0.228,0.656,117.281,224547,-4.199,1
0.89,0.946,2,0.0489,0.0188,0.000128,0.11,0.872,120.0,251373,-5.673,1
0.486,0.71,7,0.363,0.0445,0.0,0.35,0.472,170.86,316267,-6.287,1
0.687,0.668,5,0.0282,0.0253,0.0,0.744,0.418,113.053,216317,-4.061,1
0.707,0.899,8,0.145,0.138,0.0,0.375,0.659,89.012,198347,-3.752,1
0.672,0.809,5,0.0999,0.0406,0.0,0.38,0.754,78.983,230800,-6.234,0
0.727,0.83,7,0.125,0.0286,0.000368,0.145,0.59,97.602,229800,-8.699,1
0.872,0.695,5,0.242,0.696,0.0,0.22,0.781,139.968,258577,-5.153,1
0.775,0.641,1,0.038,0.0327,0.0,0.18,0.305,119.974,243013,-6.718,1
0.85,0.687,0,0.308,0.213,0.0,0.0724,0.502,149.989,207013,-5.995,0
0.573,0.712,0,0.0732,0.0572,0.0,0.167,0.346,140.012,259720,-5.976,1
0.575,0.684,1,0.325,0.299,0.0,0.614,0.926,172.155,204040,-6.007,1
0.74,0.781,9,0.0923,0.18,8.28e-06,0.105,0.914,130.111,187147,-5.224,0
0.695,0.778,4,0.0771,0.107,0.0,0.206,0.772,79.002,277360,-4.516,0
0.667,0.747,1,0.189,0.337,0.0,0.115,0.918,86.917,203493,-7.059,1
0.517,0.747,10,0.105,0.00431,0.0,0.345,0.271,134.062,274053,-6.191,0
0.581,0.782,2,0.21,0.000965,0.0,0.145,0.395,83.946,199413,-5.213,1
0.511,0.472,10,0.0284,0.544,0.000519,0.104,0.261,123.247,225787,-8.119,1
0.513,0.485,2,0.174,0.00198,4.94e-06,0.177,0.52,105.613,327267,-10.481,1
0.806,0.868,7,0.0794,0.00493,0.0,0.157,0.597,127.938,190573,-3.684,1
0.64,0.849,1,0.357,0.354,0.0,0.587,0.666,163.925,238573,-3.994,1
0.616,0.746,4,0.217,0.147,0.749,0.0907,0.523,129.125,207199,-5.699,0
0.47,0.337,9,0.0266,0.186,0.0696,0.142,0.2,82.277,170787,-8.752,1
0.531,0.00213,7,0.0668,0.995,0.941,0.0672,0.0543,75.011,68770,-39.899,1
0.514,0.949,0,0.0548,0.000278,0.703,0.161,0.267,134.885,237093,-3.628,1
0.796,0.705,5,0.0358,0.0332,2.14e-06,0.0809,0.774,113.964,228973,-4.82,0
0.782,0.637,0,0.126,0.0414,0.0,0.0955,0.328,124.014,207600,-6.357,1
0.725,0.431,1,0.0707,0.00113,0.0,0.14,0.199,174.083,250027,-5.988,0
0.62,0.746,11,0.0552,0.424,0.0,0.0684,0.191,138.454,238067,-6.006,1
0.56,0.914,4,0.0912,0.0337,0.0,0.0822,0.423,142.158,221907,-3.449,0
0.72,0.81,4,0.225,0.118,0.0,0.234,0.794,154.028,190187,-1.748,1
0.367,0.745,8,0.353,0.00999,0.0,0.0826,0.543,78.612,257893,-6.949,1
0.639,0.628,6,0.0399,0.0381,0.0,0.386,0.43,90.482,237507,-7.578,0
0.701,0.915,4,0.128,0.171,0.0,0.394,0.698,127.101,194453,-3.887,0
0.891,0.657,10,0.165,0.00833,0.0026,0.054,0.453,125.995,230657,-5.552,0
0.73,0.916,0,0.0375,0.104,0.0,0.12,0.898,117.962,180800,-6.201,1
0.733,0.744,1,0.0553,0.0772,0.0,0.341,0.529,92.515,241133,-3.51,1
0.839,0.508,11,0.0879,0.00974,0.0,0.0962,0.559,82.027,250627,-6.182,1
0.477,0.813,5,0.441,0.0695,0.0,0.606,0.533,149.52,205133,-5.902,1
0.738,0.755,8,0.0391,0.0272,0.0,0.273,0.19,93.047,201120,-5.728,1
0.729,0.658,10,0.225,0.0506,0.0,0.0693,0.551,140.043,250667,-3.386,0
0.639,0.709,3,0.332,0.191,0.0,0.0758,0.376,104.964,229493,-6.386,0
0.84,0.571,10,0.0797,0.16,0.0,0.406,0.617,116.59,188493,-7.421,1
0.595,0.844,7,0.0331,0.0137,0.0,0.234,0.603,127.981,222440,-4.678,1
0.637,0.73,5,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,-5.38,0
0.736,0.74,0,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,-2.18,1
0.644,0.725,11,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,-4.622,1
0.168,0.404,8,0.0396,0.718,0.000286,0.976,0.0676,79.912,278000,-9.511,1
0.725,0.594,2,0.0496,0.0939,0.0,0.22,0.25,91.794,220867,-5.243,1
0.613,0.835,3,0.177,0.106,0.0,0.14,0.684,143.876,258273,-4.051,0
0.52,0.532,8,0.0821,0.202,0.0,0.135,0.158,149.736,195161,-10.916,1
0.72,0.88,9,0.0793,0.0189,0.0,0.246,0.518,130.98,255400,-3.18,0
0.642,0.835,1,0.293,0.206,0.0,0.135,0.553,86.662,192867,-4.501,1
0.365,0.503,7,0.0997,0.789,0.00218,0.521,0.355,145.623,116707,-11.119,1
0.578,0.714,11,0.0349,0.0846,0.0,0.139,0.145,73.007,187547,-3.551,0
0.834,0.687,1,0.105,0.0885,0.0,0.144,0.491,99.752,216653,-6.473,1
0.71,0.791,11,0.251,0.0249,0.0,0.246,0.766,116.509,225840,-5.995,0
0.63,0.782,8,0.132,0.0828,0.0,0.034,0.418,140.144,247947,-5.44,0
0.628,0.705,2,0.273,0.0577,0.000649,0.446,0.691,87.784,223813,-5.993,0
0.805,0.723,7,0.224,0.00679,0.0,0.244,0.641,88.006,261827,-6.808,1
0.444,0.708,4,0.126,0.0419,0.0,0.0775,0.26,105.412,255413,-5.926,0
0.657,0.853,1,0.252,0.17,0.0,0.0956,0.746,173.066,287133,-4.757,0
0.451,0.55,1,0.262,0.0108,0.0,0.0737,0.594,80.001,227960,-8.137,1
0.607,0.599,11,0.0995,0.33,0.0,0.199,0.562,86.491,253573,-6.886,1
0.817,0.563,9,0.055,0.0526,1.32e-06,0.154,0.488,125.02,205747,-6.276,1
0.717,0.583,1,0.146,0.506,0.0,0.0821,0.816,139.76,252933,-5.008,1
0.756,0.77,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,-3.502,1
0.804,0.831,5,0.136,0.0446,0.0,0.306,0.914,151.987,241162,-6.064,0
0.555,0.692,9,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,222360,-4.767,1
0.683,0.837,9,0.361,0.0248,6.37e-05,0.125,0.333,151.152,248160,-5.079,0
0.249,0.00158,1,0.0467,0.983,0.933,0.0798,0.117,66.459,440277,-31.785,1
0.81,0.755,0,0.201,0.288,0.0,0.0857,0.623,130.99,246573,-6.408,1
0.727,0.71,4,0.0742,0.0104,0.0,0.107,0.378,81.995,287480,-6.142,1
0.715,0.766,8,0.0322,0.0144,0.0,0.0544,0.597,124.991,283880,-3.373,1
0.767,0.872,10,0.0761,0.153,0.0,0.518,0.565,112.6,263280,-4.25,0
0.764,0.751,8,0.0703,0.00554,0.000237,0.164,0.418,91.977,199853,-3.74,1
0.772,0.59,6,0.183,0.0917,0.0,0.101,0.743,83.998,238267,-6.957,1
0.847,0.667,6,0.17,0.0869,0.0,0.443,0.707,77.492,226547,-5.7,1
0.794,0.864,8,0.0755,0.00889,0.000145,0.0398,0.9,100.516,185107,-5.964,1
0.623,0.58,4,0.0361,0.0481,0.797,0.11,0.172,133.973,212111,-11.361,1
0.88,0.438,0,0.248,0.0147,0.0,0.0907,0.714,90.02,324907,-7.562,1
0.737,0.604,9,0.334,0.0824,0.0,0.245,0.792,139.94,245031,-8.566,0
0.481,0.695,11,0.0521,0.00113,0.0272,0.137,0.504,98.145,222800,-13.928,0
0.248,0.286,0,0.0388,0.148,0.71,0.139,0.0384,120.256,161880,-14.217,1
0.8,0.619,4,0.131,0.263,0.0,0.0624,0.75,152.329,258733,-5.728,1
0.698,0.86,11,0.429,0.0368,0.0,0.0721,0.433,160.904,263920,-5.181,1
0.593,0.68,7,0.335,0.00182,4.84e-05,0.31,0.483,84.547,273053,-5.556,1
0.866,0.454,0,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067,-9.383,1
0.939,0.742,5,0.0467,0.321,0.0,0.107,0.924,118.978,212360,-5.171,0
0.897,0.738,10,0.228,0.0166,0.0,0.0573,0.798,133.966,213373,-5.314,0
0.767,0.419,9,0.0369,0.00895,0.0,0.0521,0.547,122.963,265333,-3.011,0
0.686,0.603,6,0.202,0.0981,0.0,0.102,0.778,133.034,267627,-6.112,1
0.672,0.585,0,0.0582,0.192,0.0,0.156,0.834,77.998,238160,-5.797,1
0.441,0.776,2,0.197,0.238,4.25e-06,0.923,0.169,109.672,235800,-5.787,1
0.866,0.619,9,0.19,0.0202,0.0,0.0371,0.733,82.05,257813,-4.774,0
0.758,0.642,7,0.221,0.0745,0.0,0.191,0.701,142.078,268067,-8.128,0
0.768,0.614,1,0.368,0.445,0.0,0.117,0.606,75.753,291733,-6.024,0
0.409,0.407,6,0.133,0.797,0.00754,0.313,0.117,127.253,109091,-9.682,0
0.627,0.923,7,0.0375,0.0567,0.0,0.247,0.627,115.977,219600,-2.49,1
0.563,0.735,4,0.0515,0.367,0.0,0.12,0.937,128.673,169200,-7.566,1
0.464,0.598,1,0.27,0.149,0.0,0.299,0.612,79.732,230613,-6.79,1
0.806,0.686,8,0.156,0.254,0.0,0.0613,0.63,84.011,224227,-2.754,0
0.315,0.81,4,0.0468,0.0781,0.00321,0.152,0.118,152.116,201907,-7.026,0
0.71,0.882,5,0.04,0.00908,0.0,0.162,0.806,160.012,267293,-6.648,0
0.819,0.485,6,0.0756,0.0176,0.0,0.658,0.386,96.998,276787,-6.45,0
0.758,0.74,0,0.203,0.0155,0.0,0.229,0.619,110.831,225560,-5.762,0
0.86,0.903,7,0.29,0.159,0.0,0.137,0.753,85.017,229400,-6.28,1
0.648,0.69,7,0.344,0.0835,0.0,0.564,0.644,94.84,223120,-6.389,1
0.531,0.869,0,0.0646,0.00174,0.0,0.174,0.321,127.951,258923,-3.832,1
0.4,0.82,0,0.103,0.502,0.0,0.712,0.398,83.415,247867,-5.235,0
0.805,0.796,1,0.262,0.209,0.0,0.311,0.699,83.339,203347,-3.904,0
0.684,0.797,0,0.361,0.0457,3.72e-06,0.275,0.565,84.012,234813,-5.406,0
0.762,0.644,7,0.223,0.0522,0.0,0.0821,0.82,81.99,223293,-6.715,1
0.744,0.368,1,0.0524,0.0702,0.0,0.192,0.391,84.018,241307,-6.349,1
0.783,0.608,8,0.0345,0.59,0.0,0.158,0.914,134.005,260293,-5.674,1
0.786,0.511,7,0.286,0.0825,0.0,0.12,0.587,80.0,234133,-6.66,1
0.795,0.978,10,0.0459,0.046,8.29e-05,0.143,0.843,114.321,242200,-6.097,0
0.858,0.484,6,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720,-7.448,0
0.822,0.786,6,0.371,0.213,1.19e-05,0.0505,0.877,106.986,194165,-4.197,0
0.711,0.761,8,0.225,0.067,0.0,0.041,0.718,95.824,243880,-3.04,1
0.688,0.835,8,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493,-4.162,1
0.7,0.518,4,0.177,0.0471,0.0,0.1,0.542,75.973,258680,-7.191,0
0.778,0.824,10,0.0712,0.284,0.0,0.405,0.756,100.024,218093,-5.892,0
0.677,0.77,9,0.0255,0.00717,1.04e-05,0.0425,0.686,105.009,262867,-4.245,1
0.826,0.67,2,0.169,0.00798,0.0,0.495,0.794,74.007,226293,-5.559,1
0.623,0.642,2,0.301,0.357,0.0,0.227,0.675,103.239,285480,-5.28,1
0.799,0.878,1,0.219,0.077,0.0,0.51,0.594,95.0,240213,-2.282,1
0.788,0.798,8,0.0997,0.189,0.0,0.3,0.836,143.051,303053,-4.68,0
0.723,0.784,6,0.297,0.172,2.77e-06,0.685,0.556,94.216,264400,-4.74,0
0.716,0.668,2,0.083,0.279,0.0,0.337,0.744,141.006,247431,-5.136,1
0.785,0.587,9,0.364,0.125,0.000101,0.0358,0.622,96.842,260893,-6.698,1
0.604,0.808,0,0.314,0.0297,0.0,0.0493,0.688,193.894,227667,-5.805,0
0.821,0.82,1,0.233,0.178,6.35e-06,0.149,0.564,94.05,187400,-1.562,1
0.793,0.618,2,0.108,0.109,0.0,0.331,0.31,119.984,258800,-8.664,1
0.64,0.62,1,0.416,0.016,0.0,0.0831,0.609,129.37,252653,-5.931,1
0.841,0.598,0,0.304,0.198,0.0,0.907,0.586,100.025,153373,-12.705,1
0.674,0.909,8,0.134,0.0196,0.0,0.653,0.666,100.058,211267,-2.267,1
0.718,0.663,8,0.19,0.013,0.0,0.0631,0.488,95.728,242000,-5.154,1
0.825,0.876,10,0.211,0.00928,1.2e-05,0.205,0.48,120.066,233973,-6.556,0
0.857,0.751,1,0.323,0.00642,0.000257,0.104,0.293,106.888,237667,-7.086,1
0.863,0.514,4,0.249,0.0419,0.0,0.301,0.843,82.985,271160,-7.243,0
0.818,0.794,4,0.0641,0.12,0.0,0.0828,0.844,108.002,224440,-6.293,1
0.963,0.643,1,0.117,0.0507,4.94e-05,0.157,0.534,107.005,274440,-5.785,0
0.734,0.599,9,0.197,0.206,0.0,0.0555,0.772,145.185,219867,-8.462,1
0.631,0.696,1,0.348,0.0192,0.0,0.0554,0.621,92.941,207627,-5.572,0
0.52,0.379,0,0.0279,0.619,1.85e-06,0.108,0.208,85.934,247053,-9.906,1
0.692,0.336,8,0.0306,0.09,0.849,0.118,0.0969,110.058,174695,-9.83,1
0.857,0.809,9,0.123,0.0747,0.0,0.0518,0.822,92.038,170000,-9.369,0
0.295,0.533,1,0.376,0.9,0.89,0.414,0.0226,105.909,170000,-38.844,1
0.76,0.891,11,0.0372,0.0226,0.0868,0.298,0.966,120.265,245000,-5.852,0
0.781,0.625,7,0.373,0.00447,0.0,0.185,0.679,83.024,282093,-9.139,1
0.789,0.881,11,0.0331,0.108,0.0,0.355,0.647,133.301,236600,-5.758,1
0.435,0.0601,0,0.0615,0.995,0.909,0.151,0.344,75.902,211929,-26.699,0
0.814,0.494,8,0.0846,0.624,0.0,0.0888,0.607,128.083,230973,-7.167,1
0.566,0.742,9,0.0383,0.0417,0.00026,0.109,0.261,119.93,180440,-5.586,1
0.531,0.836,9,0.0677,0.0695,0.000432,0.977,0.872,142.025,234200,-11.019,0
0.921,0.876,11,0.0954,0.00211,0.0268,0.364,0.696,117.986,217467,-4.673,0
0.668,0.724,7,0.0536,0.00551,0.0,0.218,0.318,148.522,221373,-5.953,1
0.745,0.525,7,0.239,0.129,0.0,0.0811,0.376,100.99,235360,-7.532,1
0.643,0.684,11,0.243,0.215,1.65e-05,0.292,0.611,170.02,222000,-7.325,0
0.74,0.783,0,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,-5.367,1
0.904,0.813,4,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,-7.105,0
0.77,0.587,8,0.265,0.0268,0.0,0.0621,0.574,92.009,247973,-5.99,0
0.554,0.846,8,0.387,0.0642,0.0,0.401,0.765,100.141,215933,-5.932,1
0.815,0.662,6,0.199,0.0915,0.000409,0.0898,0.611,151.518,248493,-8.244,1
0.495,0.883,11,0.299,0.287,0.0,0.138,0.782,92.136,329627,-4.087,1
