danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,hit
0.421,0.858,1,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,-4.535,1
0.643,0.391,10,0.0296,0.622,1.38e-05,0.11,0.418,143.786,219933,-10.09,1
0.413,0.684,10,0.0291,0.0557,4.76e-05,0.244,0.306,83.199,266773,-6.099,1
0.611,0.561,2,0.0324,0.0682,0.0928,0.12,0.134,155.01,300547,-8.33,1
0.604,0.759,7,0.0279,0.0627,0.0,0.321,0.663,136.045,269893,-4.822,1
0.495,0.387,9,0.0256,0.617,4.4e-06,0.342,0.291,78.418,249227,-7.531,1
0.582,0.621,11,0.283,0.00317,0.0,0.111,0.331,179.458,261320,-6.183,0
0.819,0.825,2,0.0549,0.061,0.0,0.0904,0.939,105.988,207547,-7.012,0
0.426,0.881,4,0.0404,0.00573,0.0693,0.389,0.259,139.986,247893,-4.526,1
0.94,0.633,8,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,248680,-3.56,1
0.528,0.871,9,0.122,0.125,0.0,0.23,0.675,181.909,228438,-8.01,1
0.464,0.887,6,0.0499,0.000429,0.333,0.126,0.23,132.759,271240,-4.65,1
0.539,0.97,1,0.0534,0.000113,4.17e-05,0.232,0.382,103.89,191373,-3.783,1
0.55,0.664,7,0.0348,0.0672,4.31e-05,0.114,0.273,139.933,270000,-7.161,1
0.481,0.88,4,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,223173,-4.55,1
0.928,0.643,11,0.0759,0.0527,0.0,0.0988,0.895,93.006,215907,-5.48,0
0.835,0.678,1,0.0301,0.47,0.0,0.131,0.913,129.922,267600,-4.416,0
0.827,0.883,4,0.234,0.0181,2.17e-06,0.319,0.739,81.979,288360,-6.194,0
0.556,0.346,0,0.311,0.536,0.0,0.106,0.451,123.869,246773,-9.809,0
0.5,0.845,1,0.0369,0.00184,0.0,0.106,0.539,95.199,212045,-5.015,1
0.679,0.736,9,0.026,0.0572,9.25e-06,0.139,0.664,109.444,212027,-5.954,1
0.505,0.842,10,0.0475,0.0576,0.0,0.111,0.671,172.136,208693,-3.316,1
0.609,0.407,6,0.0808,0.345,0.0,0.19,0.459,99.982,293133,-8.026,1
0.799,0.916,1,0.471,0.11,0.0,0.0746,0.697,126.687,247427,-3.344,1
0.606,0.887,4,0.0598,0.000242,0.0,0.337,0.903,119.974,193000,-4.404,1
0.49,0.774,0,0.0604,0.00305,8.16e-05,0.12,0.297,153.048,273440,-5.436,0
0.433,0.417,10,0.0241,0.658,0.0,0.0981,0.264,91.724,242053,-6.907,1
0.414,0.936,2,0.0758,0.00136,0.0,0.369,0.74,170.229,242413,-2.407,1
0.509,0.987,10,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,197160,-3.198,0
0.575,0.797,9,0.0305,0.154,0.0,0.282,0.744,90.907,214827,-5.2,1
0.724,0.86,7,0.0872,0.0139,0.0,0.254,0.553,96.956,228827,-3.544,1
0.38,0.988,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346,-2.042,1
0.582,0.542,10,0.0294,0.396,0.00114,0.123,0.45,90.918,235427,-10.041,1
0.661,0.796,7,0.0833,0.0347,0.0,0.396,0.657,87.982,210867,-4.776,1
0.622,0.574,5,0.155,0.685,0.0,0.111,0.405,113.984,315773,-5.068,0
0.511,0.903,10,0.0397,0.052,0.000529,0.304,0.898,161.992,227267,-3.163,1
0.472,0.671,4,0.029,0.0129,0.0,0.159,0.0681,82.952,232800,-4.649,1
0.579,0.849,4,0.0303,0.108,0.0,0.0909,0.581,100.021,196907,-5.218,0
0.655,0.902,9,0.0779,0.108,0.0,0.302,0.686,122.975,214800,-3.419,1
0.468,0.977,0,0.119,0.00129,0.000989,0.972,0.344,129.955,334587,-4.048,1
0.877,0.63,7,0.0871,0.00418,0.0,0.0759,0.695,161.978,278867,-5.974,1
0.656,0.717,0,0.0279,0.0127,1.22e-05,0.904,0.809,123.988,196760,-4.871,1
0.532,0.807,2,0.057,0.0584,0.0,0.114,0.759,87.183,217440,-4.301,1
0.81,0.829,5,0.108,0.34,0.0,0.0539,0.851,104.695,217107,-5.646,0
0.606,0.59,0,0.0284,0.378,0.0,0.0999,0.276,135.148,224547,-7.39,1
0.726,0.799,1,0.173,0.49,0.0,0.14,0.867,100.069,203760,-5.082,0
0.679,0.316,6,0.031,0.625,4.85e-05,0.109,0.273,127.968,235067,-11.327,1
0.708,0.922,2,0.0424,0.0538,2.68e-05,0.293,0.702,117.005,188173,-3.899,1
0.651,0.56,6,0.053,0.598,0.0,0.0873,0.297,104.045,373773,-7.012,1
0.791,0.718,11,0.0797,0.0122,0.000111,0.0923,0.568,84.576,201000,-4.209,0
0.497,0.568,0,0.0285,0.0788,0.0,0.223,0.386,138.107,239000,-7.67,1
0.897,0.835,4,0.0652,0.0205,3.41e-06,0.0846,0.885,105.628,243560,-3.998,0
0.364,0.72,6,0.0274,0.0398,0.000458,0.213,0.393,170.093,200733,-4.237,1
0.554,0.927,7,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,188613,-3.641,1
0.278,0.676,9,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,-8.821,1
0.712,0.496,2,0.0237,0.19,0.000388,0.0966,0.473,108.036,188320,-7.816,1
0.898,0.744,11,0.12,0.152,0.0,0.156,0.901,120.979,258733,-5.062,0
0.491,0.73,2,0.0432,0.039,0.0,0.112,0.461,87.098,239560,-4.399,0
0.637,0.834,3,0.323,0.614,0.0,0.317,0.715,87.312,193733,-4.686,0
0.532,0.842,5,0.0503,0.0409,0.0,0.217,0.67,90.187,243667,-5.754,1
0.845,0.467,1,0.138,0.0586,0.0,0.0694,0.702,138.007,211200,-7.674,1
0.753,0.516,6,0.0308,0.191,0.0,0.275,0.826,122.019,257787,-5.164,1
0.499,0.883,4,0.0451,0.0689,0.0,0.163,0.533,138.801,214200,-4.742,1
0.51,0.818,5,0.0415,0.000722,0.000659,0.151,0.395,156.05,256453,-5.626,1
0.397,0.903,2,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,201373,-4.577,1
0.685,0.89,1,0.32,0.117,0.0,0.0399,0.67,91.196,224253,-4.302,0
0.532,0.686,0,0.0254,0.0273,0.0,0.0903,0.304,131.962,231787,-6.238,1
0.63,0.764,2,0.0275,0.363,0.0,0.125,0.631,112.098,193760,-4.353,1
0.649,0.888,6,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467,-4.807,1
0.493,0.679,6,0.0337,0.227,0.0,0.32,0.448,160.106,238893,-4.438,1
0.649,0.501,1,0.0304,0.144,0.0,0.0996,0.221,126.035,245493,-8.129,1
0.756,0.691,2,0.178,0.0744,0.0,0.364,0.632,104.999,235187,-3.718,1
0.478,0.974,7,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307,-3.866,1
0.7,0.896,2,0.191,0.108,0.0,0.453,0.817,102.065,200307,-2.276,1
0.486,0.904,6,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,-3.751,0
0.75,0.851,9,0.202,0.256,0.0,0.215,0.54,90.001,249533,-2.197,1
0.6,0.629,1,0.224,0.417,2.23e-06,0.041,0.865,90.681,283280,-6.949,0
0.646,0.875,6,0.0531,0.0142,0.0,0.347,0.586,123.052,238373,-3.786,1
0.828,0.662,7,0.0461,0.0394,2.02e-05,0.191,0.847,105.014,201907,-6.419,1
0.734,0.668,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,238840,-3.935,0
0.443,0.885,7,0.0414,0.123,3.09e-05,0.28,0.536,185.034,202760,-6.172,1
0.473,0.59,6,0.0298,0.359,0.0,0.101,0.334,140.191,235307,-5.373,1
0.657,0.599,11,0.03,0.1,3.06e-06,0.0957,0.531,115.007,250467,-8.388,0
0.588,0.461,6,0.161,0.237,1.54e-05,0.0913,0.659,200.053,208573,-8.686,0
0.499,0.825,6,0.177,0.13,0.0,0.306,0.753,185.069,221333,-5.146,1
0.828,0.586,8,0.205,0.0811,0.0,0.101,0.802,97.01,469200,-6.274,1
0.764,0.742,1,0.18,0.0111,8.46e-05,0.321,0.504,88.437,262200,-2.33,1
0.395,0.396,2,0.0292,0.578,0.0,0.104,0.318,118.7,241893,-6.07,1
0.949,0.746,1,0.198,0.131,0.0,0.049,0.963,119.894,233360,-7.062,1
0.535,0.951,3,0.18,0.00777,0.0,0.0669,0.723,160.102,175373,-3.324,0
0.19,0.265,9,0.0356,0.863,0.0,0.134,0.101,79.012,262533,-9.206,1
0.458,0.895,2,0.0681,0.000219,0.000394,0.106,0.357,130.327,243200,-3.972,1
0.828,0.792,10,0.179,0.182,0.0,0.281,0.777,134.199,233360,-5.435,0
0.925,0.744,0,0.367,0.0644,0.0,0.0888,0.656,93.02,243227,-5.79,1
0.537,0.758,7,0.0249,0.0103,0.0,0.131,0.295,100.041,240733,-4.065,1
0.644,0.626,0,0.0258,0.367,5.78e-06,0.155,0.388,128.029,267533,-7.243,1
0.795,0.899,1,0.292,0.0766,0.0,0.0852,0.694,115.062,192427,-7.02,1
0.764,0.623,11,0.248,0.431,0.0,0.144,0.672,161.488,252840,-6.355,0
0.813,0.59,8,0.378,0.00106,5.07e-05,0.0809,0.602,159.961,232467,-8.998,1
0.785,0.68,1,0.326,0.0311,5.36e-06,0.223,0.745,163.962,245733,-6.726,1
0.519,0.52,6,0.03,0.0757,0.0,0.166,0.281,129.862,231053,-4.547,1
0.848,0.854,6,0.0845,0.47,2.29e-06,0.106,0.876,120.024,298773,-3.305,0
0.407,0.678,2,0.104,0.19,0.0,0.342,0.297,117.555,295320,-6.135,1
0.643,0.569,7,0.0276,0.544,2.17e-05,0.178,0.275,120.507,244600,-7.459,1
0.635,0.852,11,0.0375,0.302,0.0,0.149,0.351,88.028,272987,-4.243,1
0.723,0.929,9,0.0353,0.000452,0.125,0.235,0.965,130.03,161293,-4.156,0
0.461,0.832,9,0.0402,0.023,3.2e-06,0.0262,0.733,156.206,205160,-3.23,1
0.614,0.619,2,0.0229,0.012,0.0,0.152,0.278,81.043,247387,-5.345,1
0.509,0.7,2,0.033,0.0374,0.0,0.106,0.671,160.003,227400,-5.372,1
0.509,0.538,5,0.0379,0.306,5.03e-06,0.091,0.284,170.111,240600,-6.835,1
0.581,0.49,2,0.0355,0.366,7.51e-06,0.101,0.454,82.881,293600,-10.657,1
0.665,0.386,4,0.025,0.369,2.59e-06,0.164,0.534,93.173,247533,-9.301,1
0.606,0.844,0,0.0552,0.11,2.86e-06,0.14,0.585,118.966,210827,-5.497,1
0.791,0.928,6,0.0314,0.0338,0.0,0.206,0.956,125.0,218173,-5.057,0
0.322,0.585,1,0.0296,0.382,0.0,0.134,0.427,76.645,199467,-5.111,1
0.328,0.842,6,0.0882,0.000111,0.803,0.0496,0.422,113.329,246000,-6.644,1
0.544,0.867,10,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,228480,-5.527,1
0.613,0.953,2,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,-3.435,1
0.483,0.787,4,0.0301,0.000703,3.35e-06,0.257,0.185,102.374,275173,-5.01,0
0.728,0.846,6,0.407,0.102,0.0,0.233,0.702,145.813,290760,-6.102,1
0.728,0.974,4,0.0665,0.103,0.000532,0.175,0.965,79.526,235213,-2.261,0
0.601,0.768,8,0.386,0.141,0.0,0.482,0.634,152.45,347507,-5.712,1
0.267,0.619,9,0.0298,0.324,1.17e-06,0.148,0.185,146.1,327827,-5.392,1
0.721,0.472,9,0.0619,0.076,0.0,0.332,0.462,129.964,261867,-7.574,1
0.532,0.943,7,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800,-4.549,0
0.668,0.808,2,0.0384,0.0193,0.0,0.0294,0.778,122.001,181800,-5.26,1
0.855,0.63,10,0.27,0.255,0.0,0.331,0.578,102.922,272547,-7.569,0
0.595,0.489,7,0.0271,0.497,0.0,0.119,0.0902,120.315,269973,-6.66,1
0.565,0.541,9,0.0376,0.193,3.45e-06,0.0582,0.226,82.006,263333,-8.426,1
0.57,0.664,7,0.0283,0.0328,0.0,0.0673,0.214,121.316,265800,-4.997,1
0.506,0.663,0,0.0259,0.086,0.0,0.118,0.498,80.299,244640,-3.972,1
0.317,0.804,9,0.0379,8.08e-05,0.109,0.0995,0.181,164.185,254027,-6.504,0
0.558,0.551,9,0.0263,0.245,4.19e-06,0.231,0.347,78.374,221067,-6.333,1
0.341,0.662,9,0.0335,0.105,0.0,0.113,0.2,174.875,334907,-5.023,0
0.357,0.302,8,0.0362,0.869,0.0,0.157,0.376,122.622,193800,-7.191,1
0.787,0.632,8,0.137,0.103,6.78e-06,0.388,0.612,141.026,198173,-3.487,1
0.364,0.45,2,0.0288,0.382,0.0,0.122,0.198,73.279,247373,-4.905,1
0.706,0.917,7,0.0431,0.000995,0.0449,0.0364,0.506,130.008,406440,-7.143,0
0.517,0.608,10,0.0265,0.0924,0.0,0.0707,0.506,62.65,276400,-7.206,1
0.551,0.879,0,0.0378,0.0261,2.43e-06,0.132,0.293,106.135,260813,-1.395,1
0.626,0.886,4,0.034,0.0668,0.0,0.118,0.782,132.905,173333,-4.787,1
0.559,0.84,7,0.0321,0.0101,0.0017,0.333,0.77,105.943,200600,-3.997,1
0.832,0.688,2,0.0468,0.018,0.207,0.0596,0.399,111.965,268733,-6.346,1
0.777,0.81,7,0.0462,0.0192,0.0,0.0861,0.787,78.021,276320,-4.968,1
0.683,0.724,0,0.282,0.275,0.0,0.065,0.691,98.711,212800,-4.839,0
0.537,0.699,10,0.0399,0.237,2.27e-05,0.114,0.814,84.905,250627,-6.615,1
0.498,0.83,6,0.0421,0.00461,0.0,0.139,0.453,89.342,231480,-5.157,0
0.7,0.508,5,0.0577,0.189,0.0,0.0938,0.464,139.974,223693,-7.32,0
0.755,0.381,8,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,263507,-6.696,0
0.263,0.663,9,0.19,0.589,0.00451,0.342,0.25,167.271,366733,-8.264,1
0.442,0.793,9,0.0347,0.0456,0.0,0.328,0.437,80.985,237267,-5.152,1
0.771,0.779,0,0.0629,0.056,3.36e-05,0.0831,0.972,135.1,253107,-3.571,1
0.962,0.632,11,0.176,0.116,0.0,0.108,0.892,119.912,213467,-4.7,0
0.445,0.932,4,0.316,0.000866,0.0,0.108,0.51,113.945,271093,-4.739,1
0.704,0.809,4,0.0321,0.0233,0.0,0.0596,0.962,131.952,169413,-3.045,1
0.577,0.483,4,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,302667,-8.141,1
0.574,0.949,5,0.0383,0.00881,3.82e-05,0.277,0.755,114.271,208933,-2.799,1
0.484,0.439,2,0.0336,0.556,0.0,0.251,0.157,69.945,304013,-5.995,1
0.77,0.833,5,0.028,0.0793,0.0,0.0819,0.964,109.928,131867,-4.536,1
0.67,0.616,10,0.225,0.573,0.0,0.0535,0.523,120.129,270880,-6.123,1
0.388,0.943,8,0.104,0.000306,0.0,0.168,0.162,154.721,238467,-2.927,1
0.772,0.845,6,0.0468,0.0133,0.166,0.139,0.573,114.997,193667,-8.082,1
0.891,0.77,1,0.0439,0.00862,0.0315,0.155,0.819,112.997,182627,-6.124,1
0.675,0.779,6,0.402,0.161,0.0,0.0656,0.553,95.739,232227,-1.439,0
0.697,0.678,3,0.234,0.256,0.0,0.191,0.785,101.051,229467,-7.133,0
0.775,0.53,1,0.119,0.2,0.0,0.231,0.775,94.985,432147,-6.564,0
0.319,0.732,4,0.0436,0.0134,0.0,0.658,0.2,80.195,234427,-4.475,1
0.492,0.896,4,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570,-5.819,0
0.661,0.422,8,0.0282,0.0887,2.39e-06,0.164,0.428,117.007,241373,-6.918,0
0.407,0.896,6,0.063,0.012,0.0,0.196,0.156,138.697,243573,-2.935,1
0.576,0.496,6,0.0264,0.0355,0.0,0.162,0.236,77.006,255387,-6.716,1
0.8,0.644,4,0.148,0.0215,0.00059,0.0924,0.816,96.015,222387,-4.898,1
0.462,0.549,0,0.0308,0.225,0.0,0.148,0.261,127.98,219160,-6.224,1
0.596,0.921,7,0.0504,0.0221,0.0,0.303,0.703,104.024,210560,-4.987,1
0.487,0.759,11,0.0405,0.0273,0.0,0.165,0.227,80.958,208360,-4.849,1
0.483,0.841,1,0.0523,0.000172,0.861,0.108,0.129,159.747,195133,-7.494,0
0.621,0.747,1,0.0782,0.00227,0.000234,0.0449,0.726,172.31,205267,-6.552,0
0.899,0.645,10,0.271,0.0435,0.101,0.358,0.348,110.895,217200,-11.621,0
0.608,0.825,2,0.0419,0.024,0.00656,0.346,0.454,115.049,335333,-6.303,1
0.606,0.699,8,0.0337,0.344,1.93e-06,0.0757,0.509,83.699,297960,-3.103,0
0.671,0.757,2,0.0252,0.178,2.61e-05,0.0675,0.361,103.551,244373,-5.275,1
0.607,0.936,4,0.033,0.0121,0.0418,0.309,0.517,117.303,265960,-3.071,1
0.573,0.662,9,0.0265,0.209,3.92e-05,0.323,0.256,140.046,234253,-4.461,1
0.548,0.402,2,0.0247,0.698,0.000114,0.135,0.214,84.211,237333,-8.727,1
0.476,0.596,7,0.0707,0.108,0.0,0.137,0.549,80.738,229000,-4.234,1
0.866,0.749,2,0.253,0.15,0.0,0.0614,0.891,92.074,250747,-3.977,1
0.666,0.817,2,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,221120,-6.072,1
0.433,0.854,9,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,-3.868,1
0.64,0.786,1,0.35,0.0415,1.19e-05,0.0527,0.699,96.675,296467,-5.596,0
0.552,0.802,0,0.0615,0.215,0.0,0.275,0.776,78.208,215333,-3.799,1
0.588,0.916,1,0.0373,0.00179,0.000646,0.295,0.768,110.045,209707,-4.573,0
0.854,0.705,1,0.298,0.0262,0.0,0.0336,0.701,99.989,196693,-8.314,1
0.613,0.801,8,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,243160,-4.431,1
0.454,0.839,3,0.0441,0.0746,0.0,0.279,0.529,166.166,242200,-5.368,1
0.554,0.978,4,0.131,0.111,0.0,0.0731,0.594,135.095,162600,-3.554,1
0.635,0.656,5,0.0403,0.042,0.0,0.115,0.579,99.049,223493,-5.04,0
0.582,0.642,1,0.307,0.274,2.98e-05,0.0717,0.936,85.565,221267,-4.925,1
0.708,0.854,1,0.0322,0.000682,0.0,0.278,0.914,100.005,263227,-5.724,0
0.56,0.41,8,0.0259,0.482,0.0,0.119,0.187,131.915,222280,-7.214,1
0.476,0.407,4,0.0368,0.247,0.0,0.144,0.226,178.258,242467,-9.239,0
0.656,0.767,2,0.21,0.00248,0.0,0.0688,0.7,99.201,236120,-6.607,0
0.56,0.827,2,0.0266,0.00986,1.13e-05,0.328,0.639,89.93,254600,-5.393,1
0.892,0.631,11,0.302,0.244,0.0,0.0235,0.838,93.975,196640,-2.522,0
0.251,0.954,6,0.0691,0.000674,0.000132,0.0975,0.264,191.059,258000,-2.879,1
0.841,0.629,1,0.0442,0.0729,0.0,0.0742,0.87,97.963,294867,-5.351,1
0.635,0.8,11,0.0339,0.000284,0.000254,0.0627,0.283,93.06,247680,-6.075,0
0.7,0.758,10,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,-3.012,0
0.785,0.864,10,0.192,0.19,9.19e-06,0.345,0.776,106.495,227027,-2.955,0
0.589,0.867,10,0.0385,0.04,0.0,0.306,0.795,94.519,256441,-4.523,1
0.835,0.678,4,0.124,0.227,6.44e-06,0.287,0.708,132.868,209490,-6.458,1
0.739,0.341,10,0.0378,0.525,1.1e-06,0.072,0.231,80.958,266000,-9.971,1
0.551,0.825,5,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,-6.24,0
0.565,0.562,0,0.0339,0.263,0.0,0.0994,0.652,75.035,229093,-7.43,1
0.662,0.39,4,0.0239,0.46,0.0,0.179,0.713,82.007,256973,-10.416,1
0.586,0.247,7,0.0284,0.413,0.0063,0.0905,0.115,140.943,224258,-13.624,1
0.469,0.722,6,0.0326,0.232,0.0,0.123,0.529,85.984,283000,-4.806,1
0.691,0.541,1,0.0776,0.508,0.0,0.0753,0.319,127.683,243307,-5.873,1
0.643,0.837,0,0.0316,0.379,8.76e-06,0.18,0.787,123.777,223400,-4.535,1
0.687,0.363,8,0.0857,0.215,3.08e-06,0.305,0.519,137.365,245893,-10.144,1
0.493,0.781,4,0.0487,0.22,2.29e-06,0.122,0.729,171.982,217267,-8.663,0
0.757,0.78,1,0.319,0.0811,0.0,0.113,0.59,97.917,232507,-5.038,1
0.663,0.72,3,0.0331,0.00212,0.0,0.358,0.608,135.342,183493,-5.497,1
0.555,0.868,5,0.0403,0.0664,0.000117,0.116,0.479,136.12,260360,-3.798,1
0.537,0.948,8,0.355,0.151,0.0,0.356,0.792,186.151,286267,-3.063,1
0.546,0.864,1,0.0475,5.9e-05,0.00224,0.304,0.274,93.022,244493,-3.893,1
0.528,0.56,11,0.0268,0.151,1.28e-06,0.3,0.372,99.037,212200,-8.296,1
0.448,0.453,10,0.0286,0.273,0.000342,0.0751,0.359,149.815,270893,-6.563,1
0.404,0.777,1,0.0341,0.122,0.0,0.0772,0.197,155.937,226733,-4.89,1
0.623,0.613,10,0.0698,0.231,0.0,0.12,0.918,144.334,133813,-10.099,1
0.71,0.795,4,0.0593,0.409,0.0,0.16,0.852,94.997,209120,-3.005,0
0.735,0.824,10,0.036,0.615,0.0,0.158,0.726,100.202,211666,-4.143,0
0.632,0.857,6,0.046,0.00546,5.19e-05,0.11,0.517,135.973,261173,-5.317,1
0.618,0.552,8,0.0981,0.176,0.0,0.252,0.586,81.975,242773,-6.863,1
0.718,0.798,7,0.0584,0.00447,0.00629,0.064,0.816,100.031,228893,-4.309,1
0.468,0.851,11,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360,-3.617,1
0.813,0.78,5,0.043,0.0581,4.97e-06,0.088,0.453,108.982,243533,-4.899,1
0.606,0.959,7,0.0522,0.0714,0.0,0.236,0.734,116.014,193293,-3.412,1
0.529,0.811,5,0.0511,0.0317,0.0,0.311,0.454,102.703,223573,-5.62,1
0.74,0.434,1,0.0443,0.778,0.0,0.128,0.333,111.912,255467,-5.714,1
0.639,0.457,4,0.029,0.0805,0.000147,0.114,0.199,77.976,202040,-7.749,1
0.52,0.515,9,0.0276,0.0976,0.0,0.271,0.193,142.086,226600,-5.497,1
0.498,0.493,8,0.0369,0.75,0.0,0.115,0.222,146.049,226133,-7.748,1
0.795,0.523,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067,-7.165,1
0.435,0.92,4,0.201,0.235,0.000353,0.552,0.45,188.899,245960,-1.357,0
0.539,0.74,0,0.049,0.194,0.0,0.076,0.675,170.054,217160,-5.566,0
0.483,0.847,6,0.349,0.0373,0.0,0.118,0.67,104.919,251373,-5.042,1
0.891,0.714,4,0.14,0.202,0.000234,0.0521,0.818,100.972,267267,-6.055,0
0.687,0.537,10,0.0305,0.561,0.0,0.107,0.264,120.023,257160,-7.639,1
0.621,0.874,8,0.0338,0.151,0.0,0.287,0.712,97.079,185493,-2.823,1
0.523,0.501,1,0.0366,0.459,0.0,0.0818,0.391,158.179,201267,-9.276,1
0.573,0.906,9,0.325,0.229,0.0,0.183,0.775,110.64,270733,-2.408,1
0.495,0.819,5,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013,-5.656,0
0.747,0.398,5,0.0743,0.211,1.42e-06,0.113,0.428,117.901,268373,-12.932,0
0.519,0.458,8,0.0296,0.317,0.0,0.106,0.362,130.02,245200,-6.433,1
0.576,0.814,6,0.0363,0.216,1.35e-06,0.0969,0.766,98.024,224787,-5.818,1
0.902,0.72,6,0.347,0.26,0.0,0.0749,0.805,90.059,193467,-2.776,0
0.649,0.536,5,0.132,0.492,0.0,0.184,0.513,78.935,245773,-8.804,0
0.648,0.777,5,0.0323,0.0657,0.0,0.344,0.895,145.889,178867,-5.46,1
0.619,0.42,2,0.0255,0.544,0.000598,0.111,0.254,129.623,196973,-8.261,1
0.668,0.824,5,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547,-4.164,0
0.451,0.951,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933,-3.754,1
0.478,0.625,7,0.0341,0.0515,0.0,0.116,0.343,160.196,242293,-5.975,1
0.377,0.904,4,0.307,0.0747,0.0,0.334,0.595,200.566,221587,-3.634,0
0.544,0.593,6,0.0362,0.612,6.75e-06,0.146,0.139,135.877,280427,-5.887,1
0.568,0.723,4,0.0302,0.108,0.0,0.183,0.449,134.001,234213,-5.439,1
0.622,0.392,1,0.0253,0.498,0.0,0.146,0.274,77.991,253000,-9.737,1
0.512,0.615,11,0.0319,0.216,0.0,0.123,0.193,115.884,279227,-5.318,1
0.614,0.568,7,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960,-5.477,0
0.837,0.885,6,0.182,0.103,0.0,0.0666,0.694,95.313,253720,-3.914,0
0.655,0.807,0,0.0309,0.0056,2.42e-05,0.159,0.73,120.781,239560,-7.674,1
0.577,0.749,5,0.0279,0.599,0.0112,0.183,0.261,130.969,307880,-7.215,0
0.41,0.922,1,0.0499,3.1e-05,0.000343,0.189,0.327,109.511,215267,-1.906,0
0.733,0.521,3,0.0457,0.107,0.0,0.0692,0.525,112.913,294693,-3.657,0
0.685,0.351,10,0.0303,0.709,0.0,0.111,0.511,109.771,240800,-8.999,1
0.692,0.562,6,0.0924,0.0973,0.0,0.304,0.504,122.937,196373,-6.034,0
0.699,0.862,6,0.29,0.0304,0.0,0.0884,0.885,92.861,281240,-5.531,1
0.686,0.631,10,0.0232,0.126,0.000183,0.107,0.509,103.953,230360,-5.182,1
0.374,0.959,7,0.14,0.000187,0.00206,0.081,0.375,183.66,259507,-4.695,1
0.604,0.759,7,0.0317,0.136,1.38e-05,0.101,0.671,127.208,250760,-4.896,0
0.534,0.888,8,0.0972,0.00128,6.15e-06,0.0772,0.582,158.368,233760,-4.667,0
0.662,0.928,2,0.377,0.00324,0.0,0.17,0.775,90.509,227427,-4.688,1
0.93,0.773,1,0.0457,0.00609,0.000481,0.0767,0.348,118.997,230493,-5.98,1
0.787,0.583,11,0.176,0.0438,0.0,0.282,0.706,101.96,297840,-7.16,0
0.813,0.658,9,0.0714,0.205,0.000138,0.161,0.571,74.432,292173,-8.997,1
0.582,0.829,2,0.0465,0.000517,0.0,0.266,0.867,130.969,197800,-5.688,1
0.761,0.899,10,0.183,0.0135,0.0,0.0719,0.673,95.027,217587,-3.09,0
0.647,0.729,5,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,-6.251,1
0.578,0.779,10,0.0384,0.00479,6.47e-06,0.284,0.695,111.653,220960,-8.908,1
0.603,0.834,5,0.0417,0.0411,0.00609,0.105,0.376,89.956,214440,-5.766,0
0.442,0.855,6,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640,-2.985,0
0.647,0.739,11,0.0335,0.0172,0.00385,0.102,0.6,132.969,257693,-7.859,1
0.566,0.912,11,0.0629,0.00051,0.0,0.215,0.644,134.994,240600,-4.198,1
0.624,0.653,8,0.176,0.575,0.0,0.104,0.565,73.884,288333,-6.582,0
0.691,0.61,0,0.0275,0.189,2.38e-05,0.0885,0.363,113.127,240467,-7.023,1
0.692,0.921,8,0.105,0.0016,2.05e-05,0.299,0.856,173.837,229160,-4.853,1
0.785,0.783,2,0.187,0.00877,0.00454,0.072,0.592,98.132,290200,-3.982,1
0.62,0.93,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173,-3.685,1
0.703,0.639,5,0.281,0.299,0.0,0.139,0.893,87.908,247600,-6.183,0
0.502,0.533,4,0.0263,0.312,0.0,0.277,0.281,86.406,234733,-6.983,1
0.72,0.48,4,0.0567,0.499,0.0,0.105,0.67,127.993,263413,-7.889,1
